rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_delay_in_minutes,marge_minutes,attente_conducteur
567833,372011,mobile,ended,-1345.0,546551.0,360.0,24.0,-336.0,0.0
568153,312716,mobile,ended,-166.0,541645.0,120.0,39.0,-81.0,0.0
568325,354026,mobile,ended,3.0,567791.0,90.0,18.0,-72.0,0.0
568724,382821,connect,ended,7.0,560988.0,720.0,-53.0,-773.0,0.0
569688,344254,connect,ended,61.0,568778.0,690.0,,,
569706,245154,connect,canceled,,558088.0,660.0,-40.0,-700.0,0.0
571823,353425,connect,ended,-276.0,569556.0,240.0,-177.0,-417.0,0.0
573274,298117,connect,ended,-7.0,571227.0,210.0,-13.0,-223.0,0.0
567741,294059,mobile,ended,111.0,567708.0,120.0,283.0,163.0,163.0
568049,381499,connect,canceled,,562174.0,720.0,73.0,-647.0,0.0
568241,396409,mobile,canceled,,566136.0,570.0,16.0,-554.0,0.0
568523,297973,mobile,ended,12.0,567121.0,240.0,-275.0,-515.0,0.0
569717,377312,mobile,ended,230.0,545045.0,90.0,22.0,-68.0,0.0
573446,380069,mobile,ended,,573429.0,300.0,,,
